shipment_id,booked_date,carrier_id,origin,destination,region,planned_delivery_date,actual_delivery_date,miles,linehaul_usd,eta_missing_flag,pod_missing_flag,on_time_flag
SHP00461,2026-06-17,CAR001,Tucson,Las Vegas,West,2026-06-20,2026-06-20,414,798.44,0,0,1
SHP00462,2026-06-24,CAR002,Phoenix,Dallas,Southwest,2026-06-28,2026-06-28,1065,2263.48,0,0,1
SHP00463,2026-01-02,CAR003,Phoenix,Salt Lake City,West,2026-01-07,2026-01-07,664,1256.81,0,0,1
SHP00464,2026-01-09,CAR004,Scottsdale,Denver,Southwest,2026-01-11,2026-01-11,918,1960.2,0,0,1
SHP00465,2026-01-16,CAR005,Phoenix,Los Angeles,West,2026-01-19,2026-01-19,371,663.56,0,0,1
SHP00466,2026-01-23,CAR001,Tucson,Las Vegas,West,2026-01-27,2026-01-27,414,752.14,0,0,1
SHP00467,2026-01-30,CAR002,Phoenix,Dallas,Southwest,2026-02-04,2026-02-04,1065,2494.78,0,0,1
SHP00468,2026-02-06,CAR003,Phoenix,Salt Lake City,West,2026-02-08,2026-02-09,664,1577.9,0,0,0
SHP00469,2026-02-13,CAR004,Scottsdale,Denver,Southwest,2026-02-16,2026-02-16,918,1652.88,1,0,1
SHP00470,2026-02-20,CAR005,Phoenix,Los Angeles,West,2026-02-24,2026-02-24,371,772.26,0,0,1
SHP00471,2026-02-27,CAR001,Tucson,Las Vegas,West,2026-03-04,2026-03-04,414,817.02,0,0,1
SHP00472,2026-03-06,CAR002,Phoenix,Dallas,Southwest,2026-03-08,2026-03-08,1065,2481.14,0,0,1
SHP00473,2026-03-13,CAR003,Phoenix,Salt Lake City,West,2026-03-16,2026-03-16,664,1332.74,0,0,1
SHP00474,2026-03-20,CAR004,Scottsdale,Denver,Southwest,2026-03-24,2026-03-24,918,1800.43,0,0,1
SHP00475,2026-03-27,CAR005,Phoenix,Los Angeles,West,2026-04-01,2026-04-01,371,693.85,0,0,1
SHP00476,2026-04-03,CAR001,Tucson,Las Vegas,West,2026-04-05,2026-04-05,414,851.19,0,0,1
SHP00477,2026-04-10,CAR002,Phoenix,Dallas,Southwest,2026-04-13,2026-04-14,1065,2527.33,0,0,0
SHP00478,2026-04-17,CAR003,Phoenix,Salt Lake City,West,2026-04-21,2026-04-21,664,1523.89,0,0,1
SHP00479,2026-04-24,CAR004,Scottsdale,Denver,Southwest,2026-04-29,2026-04-29,918,2101.33,0,0,1
SHP00480,2026-05-01,CAR005,Phoenix,Los Angeles,West,2026-05-03,2026-05-03,371,878.27,0,0,1
SHP00481,2026-05-08,CAR001,Tucson,Las Vegas,West,2026-05-11,2026-05-11,414,831.35,0,0,1
SHP00482,2026-05-15,CAR002,Phoenix,Dallas,Southwest,2026-05-19,2026-05-20,1065,2053.64,0,0,0
SHP00483,2026-05-22,CAR003,Phoenix,Salt Lake City,West,2026-05-27,2026-05-27,664,1448.58,0,0,1
SHP00484,2026-05-29,CAR004,Scottsdale,Denver,Southwest,2026-05-31,2026-05-31,918,2187.06,0,0,1
SHP00485,2026-06-05,CAR005,Phoenix,Los Angeles,West,2026-06-08,2026-06-08,371,699.14,0,0,1
SHP00486,2026-06-12,CAR001,Tucson,Las Vegas,West,2026-06-16,2026-06-16,414,796.39,0,0,1
SHP00487,2026-06-19,CAR002,Phoenix,Dallas,Southwest,2026-06-24,2026-06-24,1065,2030.16,0,0,1
SHP00488,2026-06-26,CAR003,Phoenix,Salt Lake City,West,2026-06-28,2026-06-28,664,1417.52,0,0,1
SHP00489,2026-01-04,CAR004,Scottsdale,Denver,Southwest,2026-01-07,2026-01-07,918,1629.09,0,0,1
SHP00490,2026-01-11,CAR005,Phoenix,Los Angeles,West,2026-01-15,2026-01-15,371,866.78,0,0,1
SHP00491,2026-01-18,CAR001,Tucson,Las Vegas,West,2026-01-23,2026-01-23,414,963.99,0,0,1
SHP00492,2026-01-25,CAR002,Phoenix,Dallas,Southwest,2026-01-27,2026-01-27,1065,2010.67,0,0,1
SHP00493,2026-02-01,CAR003,Phoenix,Salt Lake City,West,2026-02-04,2026-02-04,664,1496.48,0,0,1
SHP00494,2026-02-08,CAR004,Scottsdale,Denver,Southwest,2026-02-12,2026-02-12,918,1770.24,0,0,1
SHP00495,2026-02-15,CAR005,Phoenix,Los Angeles,West,2026-02-20,2026-02-20,371,678.89,0,0,1
SHP00496,2026-02-22,CAR001,Tucson,Las Vegas,West,2026-02-24,2026-02-25,414,741.63,0,0,0
SHP00497,2026-03-01,CAR002,Phoenix,Dallas,Southwest,2026-03-04,2026-03-05,1065,2171.48,0,0,0
SHP00498,2026-03-08,CAR003,Phoenix,Salt Lake City,West,2026-03-12,2026-03-12,664,1362.56,0,1,1
SHP00499,2026-03-15,CAR004,Scottsdale,Denver,Southwest,2026-03-20,2026-03-20,918,1943.32,0,0,1
SHP00500,2026-03-22,CAR005,Phoenix,Los Angeles,West,2026-03-24,2026-03-24,371,861.55,0,0,1
SHP00501,2026-03-29,CAR001,Tucson,Las Vegas,West,2026-04-01,2026-04-01,414,936.17,0,0,1
SHP00502,2026-04-05,CAR002,Phoenix,Dallas,Southwest,2026-04-09,2026-04-09,1065,2340.04,0,0,1
SHP00503,2026-04-12,CAR003,Phoenix,Salt Lake City,West,2026-04-17,2026-04-18,664,1583.39,0,0,0
SHP00504,2026-04-19,CAR004,Scottsdale,Denver,Southwest,2026-04-21,2026-04-21,918,1813.87,0,0,1
SHP00505,2026-04-26,CAR005,Phoenix,Los Angeles,West,2026-04-29,2026-04-29,371,883.32,0,0,1
SHP00506,2026-05-03,CAR001,Tucson,Las Vegas,West,2026-05-07,2026-05-07,414,877.81,0,0,1
SHP00507,2026-05-10,CAR002,Phoenix,Dallas,Southwest,2026-05-15,2026-05-15,1065,2015.73,0,0,1
SHP00508,2026-05-17,CAR003,Phoenix,Salt Lake City,West,2026-05-19,2026-05-19,664,1327.42,0,0,1
SHP00509,2026-05-24,CAR004,Scottsdale,Denver,Southwest,2026-05-27,2026-05-28,918,1998.08,0,0,0
SHP00510,2026-05-31,CAR005,Phoenix,Los Angeles,West,2026-06-04,2026-06-04,371,783.99,0,0,1
SHP00511,2026-06-07,CAR001,Tucson,Las Vegas,West,2026-06-12,2026-06-12,414,858.15,0,0,1
SHP00512,2026-06-14,CAR002,Phoenix,Dallas,Southwest,2026-06-16,2026-06-16,1065,1994.11,0,0,1
SHP00513,2026-06-21,CAR003,Phoenix,Salt Lake City,West,2026-06-24,2026-06-24,664,1232.53,0,0,1
SHP00514,2026-06-28,CAR004,Scottsdale,Denver,Southwest,2026-07-02,2026-07-02,918,2072.82,0,0,1
SHP00515,2026-01-06,CAR005,Phoenix,Los Angeles,West,2026-01-11,2026-01-11,371,712.42,0,0,1
SHP00516,2026-01-13,CAR001,Tucson,Las Vegas,West,2026-01-15,2026-01-15,414,752.51,0,0,1
SHP00517,2026-01-20,CAR002,Phoenix,Dallas,Southwest,2026-01-23,2026-01-23,1065,1986.69,0,0,1
SHP00518,2026-01-27,CAR003,Phoenix,Salt Lake City,West,2026-01-31,2026-02-01,664,1549.46,0,0,0
SHP00519,2026-02-03,CAR004,Scottsdale,Denver,Southwest,2026-02-08,2026-02-08,918,1664.99,0,0,1
SHP00520,2026-02-10,CAR005,Phoenix,Los Angeles,West,2026-02-12,2026-02-12,371,671.83,0,0,1
SHP00521,2026-02-17,CAR001,Tucson,Las Vegas,West,2026-02-20,2026-02-20,414,988.36,0,0,1
SHP00522,2026-02-24,CAR002,Phoenix,Dallas,Southwest,2026-02-28,2026-02-28,1065,2524.58,0,0,1
SHP00523,2026-03-03,CAR003,Phoenix,Salt Lake City,West,2026-03-08,2026-03-08,664,1205.06,0,0,1
SHP00524,2026-03-10,CAR004,Scottsdale,Denver,Southwest,2026-03-12,2026-03-12,918,2138.16,0,0,1
SHP00525,2026-03-17,CAR005,Phoenix,Los Angeles,West,2026-03-20,2026-03-20,371,697.59,0,0,1
SHP00526,2026-03-24,CAR001,Tucson,Las Vegas,West,2026-03-28,2026-03-28,414,917.49,0,0,1
SHP00527,2026-03-31,CAR002,Phoenix,Dallas,Southwest,2026-04-05,2026-04-05,1065,2157.45,0,0,1
SHP00528,2026-04-07,CAR003,Phoenix,Salt Lake City,West,2026-04-09,2026-04-09,664,1507.46,0,0,1
SHP00529,2026-04-14,CAR004,Scottsdale,Denver,Southwest,2026-04-17,2026-04-17,918,1889.34,0,0,1
SHP00530,2026-04-21,CAR005,Phoenix,Los Angeles,West,2026-04-25,2026-04-25,371,839.35,0,0,1
SHP00531,2026-04-28,CAR001,Tucson,Las Vegas,West,2026-05-03,2026-05-03,414,751.54,0,0,1
SHP00532,2026-05-05,CAR002,Phoenix,Dallas,Southwest,2026-05-07,2026-05-07,1065,2265.55,0,0,1
SHP00533,2026-05-12,CAR003,Phoenix,Salt Lake City,West,2026-05-15,2026-05-16,664,1576.14,0,0,0
SHP00534,2026-05-19,CAR004,Scottsdale,Denver,Southwest,2026-05-23,2026-05-23,918,1691.64,0,0,1
SHP00535,2026-05-26,CAR005,Phoenix,Los Angeles,West,2026-05-31,2026-05-31,371,704.16,0,0,1
SHP00536,2026-06-02,CAR001,Tucson,Las Vegas,West,2026-06-04,2026-06-05,414,741.37,1,0,0
SHP00537,2026-06-09,CAR002,Phoenix,Dallas,Southwest,2026-06-12,2026-06-12,1065,2446.31,0,0,1
SHP00538,2026-06-16,CAR003,Phoenix,Salt Lake City,West,2026-06-20,2026-06-20,664,1246.54,0,0,1
SHP00539,2026-06-23,CAR004,Scottsdale,Denver,Southwest,2026-06-28,2026-06-28,918,1921.08,0,0,1
SHP00540,2026-01-01,CAR005,Phoenix,Los Angeles,West,2026-01-03,2026-01-03,371,818.48,0,0,1
SHP00541,2026-01-08,CAR001,Tucson,Las Vegas,West,2026-01-11,2026-01-11,414,954.36,0,0,1
SHP00542,2026-01-15,CAR002,Phoenix,Dallas,Southwest,2026-01-19,2026-01-19,1065,2210.36,0,0,1
SHP00543,2026-01-22,CAR003,Phoenix,Salt Lake City,West,2026-01-27,2026-01-27,664,1309.85,0,0,1
SHP00544,2026-01-29,CAR004,Scottsdale,Denver,Southwest,2026-01-31,2026-01-31,918,2079.42,0,0,1
SHP00545,2026-02-05,CAR005,Phoenix,Los Angeles,West,2026-02-08,2026-02-08,371,790.34,0,0,1
SHP00546,2026-02-12,CAR001,Tucson,Las Vegas,West,2026-02-16,2026-02-16,414,969.19,0,0,1
SHP00547,2026-02-19,CAR002,Phoenix,Dallas,Southwest,2026-02-24,2026-02-25,1065,2524.21,0,0,0
SHP00548,2026-02-26,CAR003,Phoenix,Salt Lake City,West,2026-02-28,2026-02-28,664,1586.61,0,0,1
SHP00549,2026-03-05,CAR004,Scottsdale,Denver,Southwest,2026-03-08,2026-03-08,918,2089.47,0,0,1
SHP00550,2026-03-12,CAR005,Phoenix,Los Angeles,West,2026-03-16,2026-03-16,371,705.55,0,0,1
SHP00551,2026-03-19,CAR001,Tucson,Las Vegas,West,2026-03-24,2026-03-24,414,925.94,0,0,1
SHP00552,2026-03-26,CAR002,Phoenix,Dallas,Southwest,2026-03-28,2026-03-28,1065,1920.16,0,0,1
SHP00553,2026-04-02,CAR003,Phoenix,Salt Lake City,West,2026-04-05,2026-04-05,664,1512.24,0,0,1
SHP00554,2026-04-09,CAR004,Scottsdale,Denver,Southwest,2026-04-13,2026-04-13,918,2164.91,0,0,1
SHP00555,2026-04-16,CAR005,Phoenix,Los Angeles,West,2026-04-21,2026-04-21,371,804.4,0,0,1
SHP00556,2026-04-23,CAR001,Tucson,Las Vegas,West,2026-04-25,2026-04-25,414,930.82,0,0,1
SHP00557,2026-04-30,CAR002,Phoenix,Dallas,Southwest,2026-05-03,2026-05-03,1065,2244.93,0,0,1
SHP00558,2026-05-07,CAR003,Phoenix,Salt Lake City,West,2026-05-11,2026-05-11,664,1182.3,0,0,1
SHP00559,2026-05-14,CAR004,Scottsdale,Denver,Southwest,2026-05-19,2026-05-19,918,1893.71,0,0,1
SHP00560,2026-05-21,CAR005,Phoenix,Los Angeles,West,2026-05-23,2026-05-23,371,821.97,0,0,1
SHP00561,2026-05-28,CAR001,Tucson,Las Vegas,West,2026-05-31,2026-05-31,414,822.04,0,0,1
SHP00562,2026-06-04,CAR002,Phoenix,Dallas,Southwest,2026-06-08,2026-06-08,1065,2303.41,0,0,1
SHP00563,2026-06-11,CAR003,Phoenix,Salt Lake City,West,2026-06-16,2026-06-16,664,1307.68,0,0,1
SHP00564,2026-06-18,CAR004,Scottsdale,Denver,Southwest,2026-06-20,2026-06-20,918,1896.18,0,0,1
SHP00565,2026-06-25,CAR005,Phoenix,Los Angeles,West,2026-06-28,2026-06-28,371,694.65,0,0,1
SHP00566,2026-01-03,CAR001,Tucson,Las Vegas,West,2026-01-07,2026-01-07,414,855.97,0,0,1
SHP00567,2026-01-10,CAR002,Phoenix,Dallas,Southwest,2026-01-15,2026-01-15,1065,2337.69,0,0,1
SHP00568,2026-01-17,CAR003,Phoenix,Salt Lake City,West,2026-01-19,2026-01-19,664,1570.28,0,0,1
SHP00569,2026-01-24,CAR004,Scottsdale,Denver,Southwest,2026-01-27,2026-01-27,918,2045.36,0,0,1
SHP00570,2026-01-31,CAR005,Phoenix,Los Angeles,West,2026-02-04,2026-02-04,371,709.4,0,0,1
SHP00571,2026-02-07,CAR001,Tucson,Las Vegas,West,2026-02-12,2026-02-12,414,841.26,0,0,1
SHP00572,2026-02-14,CAR002,Phoenix,Dallas,Southwest,2026-02-16,2026-02-16,1065,2150.19,0,0,1
SHP00573,2026-02-21,CAR003,Phoenix,Salt Lake City,West,2026-02-24,2026-02-24,664,1252.38,0,0,1
SHP00574,2026-02-28,CAR004,Scottsdale,Denver,Southwest,2026-03-04,2026-03-04,918,1918.09,0,0,1
SHP00575,2026-03-07,CAR005,Phoenix,Los Angeles,West,2026-03-12,2026-03-12,371,714.57,0,0,1
SHP00576,2026-03-14,CAR001,Tucson,Las Vegas,West,2026-03-16,2026-03-16,414,969.26,0,0,1
SHP00577,2026-03-21,CAR002,Phoenix,Dallas,Southwest,2026-03-24,2026-03-24,1065,2170.08,0,0,1
SHP00578,2026-03-28,CAR003,Phoenix,Salt Lake City,West,2026-04-01,2026-04-01,664,1213.14,0,0,1
SHP00579,2026-04-04,CAR004,Scottsdale,Denver,Southwest,2026-04-09,2026-04-09,918,1913.14,0,0,1
SHP00580,2026-04-11,CAR005,Phoenix,Los Angeles,West,2026-04-13,2026-04-13,371,726.42,0,0,1
SHP00581,2026-04-18,CAR001,Tucson,Las Vegas,West,2026-04-21,2026-04-21,414,872.95,0,1,1
SHP00582,2026-04-25,CAR002,Phoenix,Dallas,Southwest,2026-04-29,2026-04-29,1065,2105.64,0,0,1
SHP00583,2026-05-02,CAR003,Phoenix,Salt Lake City,West,2026-05-07,2026-05-07,664,1510.8,0,0,1
SHP00584,2026-05-09,CAR004,Scottsdale,Denver,Southwest,2026-05-11,2026-05-11,918,1707.07,0,0,1
SHP00585,2026-05-16,CAR005,Phoenix,Los Angeles,West,2026-05-19,2026-05-19,371,835.14,0,0,1
SHP00586,2026-05-23,CAR001,Tucson,Las Vegas,West,2026-05-27,2026-05-27,414,831.5,0,0,1
SHP00587,2026-05-30,CAR002,Phoenix,Dallas,Southwest,2026-06-04,2026-06-04,1065,2001.89,0,0,1
SHP00588,2026-06-06,CAR003,Phoenix,Salt Lake City,West,2026-06-08,2026-06-09,664,1448.3,0,0,0
SHP00589,2026-06-13,CAR004,Scottsdale,Denver,Southwest,2026-06-16,2026-06-16,918,2121.56,0,0,1
SHP00590,2026-06-20,CAR005,Phoenix,Los Angeles,West,2026-06-24,2026-06-24,371,665.68,0,0,1
SHP00591,2026-06-27,CAR001,Tucson,Las Vegas,West,2026-07-02,2026-07-02,414,846.12,0,0,1
SHP00592,2026-01-05,CAR002,Phoenix,Dallas,Southwest,2026-01-07,2026-01-08,1065,2343.99,0,0,0
SHP00593,2026-01-12,CAR003,Phoenix,Salt Lake City,West,2026-01-15,2026-01-15,664,1370.68,0,0,1
SHP00594,2026-01-19,CAR004,Scottsdale,Denver,Southwest,2026-01-23,2026-01-24,918,2140.45,0,0,0
SHP00595,2026-01-26,CAR005,Phoenix,Los Angeles,West,2026-01-31,2026-01-31,371,766.69,0,0,1
SHP00596,2026-02-02,CAR001,Tucson,Las Vegas,West,2026-02-04,2026-02-04,414,981.62,0,0,1
SHP00597,2026-02-09,CAR002,Phoenix,Dallas,Southwest,2026-02-12,2026-02-12,1065,1893.51,0,0,1
SHP00598,2026-02-16,CAR003,Phoenix,Salt Lake City,West,2026-02-20,2026-02-20,664,1241.29,0,0,1
SHP00599,2026-02-23,CAR004,Scottsdale,Denver,Southwest,2026-02-28,2026-02-28,918,1996.14,0,0,1
SHP00600,2026-03-02,CAR005,Phoenix,Los Angeles,West,2026-03-04,2026-03-04,371,866.82,0,0,1
SHP00601,2026-03-09,CAR001,Tucson,Las Vegas,West,2026-03-12,2026-03-12,414,769.61,0,0,1
SHP00602,2026-03-16,CAR002,Phoenix,Dallas,Southwest,2026-03-20,2026-03-21,1065,2349.56,0,0,0
SHP00603,2026-03-23,CAR003,Phoenix,Salt Lake City,West,2026-03-28,2026-03-28,664,1210.75,1,0,1
SHP00604,2026-03-30,CAR004,Scottsdale,Denver,Southwest,2026-04-01,2026-04-01,918,2185.45,0,0,1
SHP00605,2026-04-06,CAR005,Phoenix,Los Angeles,West,2026-04-09,2026-04-09,371,663.16,0,0,1
SHP00606,2026-04-13,CAR001,Tucson,Las Vegas,West,2026-04-17,2026-04-17,414,846.3,0,0,1
SHP00607,2026-04-20,CAR002,Phoenix,Dallas,Southwest,2026-04-25,2026-04-25,1065,2069.33,0,0,1
SHP00608,2026-04-27,CAR003,Phoenix,Salt Lake City,West,2026-04-29,2026-04-29,664,1392.39,0,0,1
SHP00609,2026-05-04,CAR004,Scottsdale,Denver,Southwest,2026-05-07,2026-05-07,918,1950.72,0,0,1
SHP00610,2026-05-11,CAR005,Phoenix,Los Angeles,West,2026-05-15,2026-05-15,371,790.91,0,0,1
SHP00611,2026-05-18,CAR001,Tucson,Las Vegas,West,2026-05-23,2026-05-23,414,830.13,0,0,1
SHP00612,2026-05-25,CAR002,Phoenix,Dallas,Southwest,2026-05-27,2026-05-28,1065,2036.67,0,0,0
SHP00613,2026-06-01,CAR003,Phoenix,Salt Lake City,West,2026-06-04,2026-06-04,664,1313.8,0,0,1
SHP00614,2026-06-08,CAR004,Scottsdale,Denver,Southwest,2026-06-12,2026-06-12,918,2039.17,0,0,1
SHP00615,2026-06-15,CAR005,Phoenix,Los Angeles,West,2026-06-20,2026-06-20,371,758.21,0,0,1
SHP00616,2026-06-22,CAR001,Tucson,Las Vegas,West,2026-06-24,2026-06-24,414,954.21,0,0,1
SHP00617,2026-06-29,CAR002,Phoenix,Dallas,Southwest,2026-07-02,2026-07-02,1065,2090.07,0,0,1
SHP00618,2026-01-07,CAR003,Phoenix,Salt Lake City,West,2026-01-11,2026-01-11,664,1335.11,0,0,1
SHP00619,2026-01-14,CAR004,Scottsdale,Denver,Southwest,2026-01-19,2026-01-20,918,2096.76,0,0,0
SHP00620,2026-01-21,CAR005,Phoenix,Los Angeles,West,2026-01-23,2026-01-23,371,863.12,0,0,1
SHP00621,2026-01-28,CAR001,Tucson,Las Vegas,West,2026-01-31,2026-01-31,414,901.92,0,0,1
SHP00622,2026-02-04,CAR002,Phoenix,Dallas,Southwest,2026-02-08,2026-02-09,1065,2384.92,0,0,0
SHP00623,2026-02-11,CAR003,Phoenix,Salt Lake City,West,2026-02-16,2026-02-16,664,1486.59,0,0,1
SHP00624,2026-02-18,CAR004,Scottsdale,Denver,Southwest,2026-02-20,2026-02-20,918,1970.19,0,0,1
SHP00625,2026-02-25,CAR005,Phoenix,Los Angeles,West,2026-02-28,2026-02-28,371,711.84,0,0,1
SHP00626,2026-03-04,CAR001,Tucson,Las Vegas,West,2026-03-08,2026-03-08,414,764.39,0,0,1
SHP00627,2026-03-11,CAR002,Phoenix,Dallas,Southwest,2026-03-16,2026-03-16,1065,2478.72,0,0,1
SHP00628,2026-03-18,CAR003,Phoenix,Salt Lake City,West,2026-03-20,2026-03-20,664,1197.17,0,0,1
SHP00629,2026-03-25,CAR004,Scottsdale,Denver,Southwest,2026-03-28,2026-03-29,918,1836.95,0,0,0
SHP00630,2026-04-01,CAR005,Phoenix,Los Angeles,West,2026-04-05,2026-04-05,371,722.86,0,0,1
SHP00631,2026-04-08,CAR001,Tucson,Las Vegas,West,2026-04-13,2026-04-13,414,888.6,0,0,1
SHP00632,2026-04-15,CAR002,Phoenix,Dallas,Southwest,2026-04-17,2026-04-17,1065,2297.68,0,0,1
SHP00633,2026-04-22,CAR003,Phoenix,Salt Lake City,West,2026-04-25,2026-04-25,664,1243.47,0,0,1
SHP00634,2026-04-29,CAR004,Scottsdale,Denver,Southwest,2026-05-03,2026-05-03,918,2077.89,0,0,1
SHP00635,2026-05-06,CAR005,Phoenix,Los Angeles,West,2026-05-11,2026-05-11,371,861.46,0,0,1
SHP00636,2026-05-13,CAR001,Tucson,Las Vegas,West,2026-05-15,2026-05-15,414,891.22,0,0,1
SHP00637,2026-05-20,CAR002,Phoenix,Dallas,Southwest,2026-05-23,2026-05-23,1065,2201.96,0,0,1
SHP00638,2026-05-27,CAR003,Phoenix,Salt Lake City,West,2026-05-31,2026-06-01,664,1286.44,0,0,0
SHP00639,2026-06-03,CAR004,Scottsdale,Denver,Southwest,2026-06-08,2026-06-08,918,2097.12,0,0,1
SHP00640,2026-06-10,CAR005,Phoenix,Los Angeles,West,2026-06-12,2026-06-12,371,676.52,0,0,1
SHP00641,2026-06-17,CAR001,Tucson,Las Vegas,West,2026-06-20,2026-06-20,414,954.58,0,0,1
SHP00642,2026-06-24,CAR002,Phoenix,Dallas,Southwest,2026-06-28,2026-06-28,1065,2350.62,0,0,1
SHP00643,2026-01-02,CAR003,Phoenix,Salt Lake City,West,2026-01-07,2026-01-07,664,1382.44,0,0,1
SHP00644,2026-01-09,CAR004,Scottsdale,Denver,Southwest,2026-01-11,2026-01-11,918,1939.68,0,0,1
SHP00645,2026-01-16,CAR005,Phoenix,Los Angeles,West,2026-01-19,2026-01-19,371,741.73,0,0,1
SHP00646,2026-01-23,CAR001,Tucson,Las Vegas,West,2026-01-27,2026-01-27,414,732.42,0,0,1
SHP00647,2026-01-30,CAR002,Phoenix,Dallas,Southwest,2026-02-04,2026-02-04,1065,1927.65,0,0,1
SHP00648,2026-02-06,CAR003,Phoenix,Salt Lake City,West,2026-02-08,2026-02-08,664,1405.28,0,0,1
SHP00649,2026-02-13,CAR004,Scottsdale,Denver,Southwest,2026-02-16,2026-02-16,918,2047.31,0,0,1
SHP00650,2026-02-20,CAR005,Phoenix,Los Angeles,West,2026-02-24,2026-02-24,371,728.1,0,0,1
SHP00651,2026-02-27,CAR001,Tucson,Las Vegas,West,2026-03-04,2026-03-04,414,741.44,0,0,1
SHP00652,2026-03-06,CAR002,Phoenix,Dallas,Southwest,2026-03-08,2026-03-08,1065,2548.71,0,0,1
SHP00653,2026-03-13,CAR003,Phoenix,Salt Lake City,West,2026-03-16,2026-03-16,664,1262.35,0,0,1
SHP00654,2026-03-20,CAR004,Scottsdale,Denver,Southwest,2026-03-24,2026-03-24,918,2158.84,0,0,1
SHP00655,2026-03-27,CAR005,Phoenix,Los Angeles,West,2026-04-01,2026-04-01,371,862.63,0,0,1
SHP00656,2026-04-03,CAR001,Tucson,Las Vegas,West,2026-04-05,2026-04-05,414,863.99,0,0,1
SHP00657,2026-04-10,CAR002,Phoenix,Dallas,Southwest,2026-04-13,2026-04-13,1065,2417.72,0,0,1
SHP00658,2026-04-17,CAR003,Phoenix,Salt Lake City,West,2026-04-21,2026-04-22,664,1418.69,0,0,0
SHP00659,2026-04-24,CAR004,Scottsdale,Denver,Southwest,2026-04-29,2026-04-29,918,1677.77,0,0,1
SHP00660,2026-05-01,CAR005,Phoenix,Los Angeles,West,2026-05-03,2026-05-03,371,652.73,0,0,1
SHP00661,2026-05-08,CAR001,Tucson,Las Vegas,West,2026-05-11,2026-05-11,414,887.92,0,0,1
SHP00662,2026-05-15,CAR002,Phoenix,Dallas,Southwest,2026-05-19,2026-05-19,1065,2036.86,0,0,1
SHP00663,2026-05-22,CAR003,Phoenix,Salt Lake City,West,2026-05-27,2026-05-27,664,1517.18,0,0,1
SHP00664,2026-05-29,CAR004,Scottsdale,Denver,Southwest,2026-05-31,2026-05-31,918,1764.03,0,1,1
SHP00665,2026-06-05,CAR005,Phoenix,Los Angeles,West,2026-06-08,2026-06-08,371,666.34,0,0,1
SHP00666,2026-06-12,CAR001,Tucson,Las Vegas,West,2026-06-16,2026-06-16,414,822.4,0,0,1
SHP00667,2026-06-19,CAR002,Phoenix,Dallas,Southwest,2026-06-24,2026-06-24,1065,2037.18,0,0,1
SHP00668,2026-06-26,CAR003,Phoenix,Salt Lake City,West,2026-06-28,2026-06-28,664,1276.68,0,0,1
SHP00669,2026-01-04,CAR004,Scottsdale,Denver,Southwest,2026-01-07,2026-01-07,918,2036.05,0,0,1
SHP00670,2026-01-11,CAR005,Phoenix,Los Angeles,West,2026-01-15,2026-01-15,371,828.21,1,0,1
SHP00671,2026-01-18,CAR001,Tucson,Las Vegas,West,2026-01-23,2026-01-23,414,793.64,0,0,1
SHP00672,2026-01-25,CAR002,Phoenix,Dallas,Southwest,2026-01-27,2026-01-27,1065,2471.79,0,0,1
SHP00673,2026-02-01,CAR003,Phoenix,Salt Lake City,West,2026-02-04,2026-02-04,664,1424.0,0,0,1
SHP00674,2026-02-08,CAR004,Scottsdale,Denver,Southwest,2026-02-12,2026-02-12,918,1921.28,0,0,1
SHP00675,2026-02-15,CAR005,Phoenix,Los Angeles,West,2026-02-20,2026-02-20,371,792.95,0,0,1
SHP00676,2026-02-22,CAR001,Tucson,Las Vegas,West,2026-02-24,2026-02-24,414,866.23,0,0,1
SHP00677,2026-03-01,CAR002,Phoenix,Dallas,Southwest,2026-03-04,2026-03-04,1065,2398.43,0,0,1
SHP00678,2026-03-08,CAR003,Phoenix,Salt Lake City,West,2026-03-12,2026-03-12,664,1177.27,0,0,1
SHP00679,2026-03-15,CAR004,Scottsdale,Denver,Southwest,2026-03-20,2026-03-21,918,2165.41,0,0,0
SHP00680,2026-03-22,CAR005,Phoenix,Los Angeles,West,2026-03-24,2026-03-24,371,767.23,0,0,1
SHP00681,2026-03-29,CAR001,Tucson,Las Vegas,West,2026-04-01,2026-04-01,414,906.18,0,0,1
SHP00682,2026-04-05,CAR002,Phoenix,Dallas,Southwest,2026-04-09,2026-04-09,1065,2276.71,0,0,1
SHP00683,2026-04-12,CAR003,Phoenix,Salt Lake City,West,2026-04-17,2026-04-17,664,1276.38,0,0,1
SHP00684,2026-04-19,CAR004,Scottsdale,Denver,Southwest,2026-04-21,2026-04-21,918,1802.31,0,0,1
SHP00685,2026-04-26,CAR005,Phoenix,Los Angeles,West,2026-04-29,2026-04-29,371,857.65,0,0,1
SHP00686,2026-05-03,CAR001,Tucson,Las Vegas,West,2026-05-07,2026-05-08,414,734.29,0,0,0
SHP00687,2026-05-10,CAR002,Phoenix,Dallas,Southwest,2026-05-15,2026-05-16,1065,2044.42,0,0,0
SHP00688,2026-05-17,CAR003,Phoenix,Salt Lake City,West,2026-05-19,2026-05-19,664,1246.0,0,0,1
SHP00689,2026-05-24,CAR004,Scottsdale,Denver,Southwest,2026-05-27,2026-05-27,918,1650.44,0,0,1
SHP00690,2026-05-31,CAR005,Phoenix,Los Angeles,West,2026-06-04,2026-06-04,371,830.33,0,0,1
SHP00691,2026-06-07,CAR001,Tucson,Las Vegas,West,2026-06-12,2026-06-12,414,979.15,0,0,1
